,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.05,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.05408163265306123,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.05816326530612245,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.06224489795918368,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.0663265306122449,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.07040816326530613,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.07448979591836735,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.07857142857142857,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.0826530612244898,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.08673469387755103,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.09081632653061225,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.09489795918367347,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.0989795918367347,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.10306122448979593,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.10714285714285715,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
0.11122448979591837,4.76192136980342e-19,6.312302947313866e-19,0.09724395164258116,2.09785100964261e-19,1.1360856756335741e-18,2.7531122390775523e-19,7.722987574123007e-19,6.697901474745953e-19,1.7770120139432145e-20,8.276102466567799e-19,-1.221423518293446e-18,0.21211280253477643,-2.5501526947934817e-19,8.278989520176038e-19,8.898989505780606e-19,0.03600121435399368,0.028487196106362314,0.06186389054963755,-1.4701660225541663e-19,1.0948481191841464e-18,4.28621202341551e-19,1.8514054419286936e-19,1.0298201195328358e-18,0.12558468024345207,1.0961154799200903e-18,6.285792802598827e-19,0.046644290535052244,1.7263486695501872e-18,-5.635376867975364e-19,0.04135749234097331,1.0877633576468077e-18,6.579408482327177e-19,0.07330390543566083,0.030546795205272672,4.743619478871873e-19,3.543452653412195e-19,3.4710240981929467e-19,1.1273150354250521e-18,-4.3111168644894255e-19,-1.149854856429342e-18,-9.87564287503332e-19,8.977338408998639e-19,3.902592263716734e-19,3.651650652281491e-19,-1.48172396897567e-18,-2.8405487819730195e-19,0.15138569546895733,0.0954680855832804
