Ticker,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BEL.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS
ADANIENT.NS,0.001201523656195244,0.00045833794417228567,0.00014970723343171575,0.00012931008505582495,0.00021710099276748128,0.00012760725337486665,0.00023729775774811426,0.00024752955338358155,0.00023061011587244035,0.00014968234826347692,0.00019573544676759015,0.00010789710750265156,0.0001046412079025173,0.00015456930169630852,8.965845730504344e-05,0.000182898223061327,0.00022540144634787405,0.0001120399027613012,0.00013965252936876503,0.0001536115458486019,0.0002876761263842768,8.852524512561829e-05,0.00023204256830597746,0.00024159848566564717,0.00010084841568793826,0.00011108297704303535,0.0001546819962796603,0.0001902112600520203,0.00018955915386200807,0.0001873456363405526,9.546984628621665e-05,0.00014757236839775902,0.00018277345346797376,0.00011519344841154731,0.00017826719568121062,0.0002703258974642929,0.00024705635751491817,0.0001563877983331093,0.00021813632117461372,0.00030821900965179443,0.0002497883574449362,9.409668987200231e-05,0.00013383238621614486,0.00016371395839440015,0.00018572002391617596,0.00019735572841811947,0.00010476538485069854
ADANIPORTS.NS,0.00045833794417228567,0.0005674570038184166,0.00011419322840217483,0.00011122350745527477,0.00018164842519120158,0.00011277650314787884,0.00018184902520516043,0.00018943158207381327,0.00017752701056982003,0.00012304598862955966,0.00014935073030525393,9.306494610516288e-05,7.913508626427051e-05,0.00012163951199712314,7.267650980387993e-05,0.00014481594113184703,0.00017348564056734374,8.318306690283944e-05,0.00011978887819955724,0.0001274421569507527,0.0002246664341630022,6.862969911931848e-05,0.0001860756904638233,0.00018689978768222985,8.098051003776304e-05,9.901535898177588e-05,0.0001306495918324346,0.00016434857449359257,0.0001450585596835112,0.00014419691764902125,6.432544554676499e-05,0.00012027983751446413,0.00014042789461355144,8.801857626532459e-05,0.0001412491333039909,0.00021017743522966565,0.00019952064721296965,0.00010805240885343069,0.00016494562597103385,0.00022646224277288402,0.0001967450073469609,7.292853142048145e-05,0.00011988689767650602,0.00013262785269419053,0.0001371404585775783,0.00015874685884905356,8.224025355074587e-05
APOLLOHOSP.NS,0.00014970723343171575,0.00011419322840217483,0.0004398146843802313,7.991340341018986e-05,0.00010602497794652358,7.513858347504352e-05,0.00012886998487776256,0.00014420705712822886,0.00011892728718116037,6.373487788369365e-05,8.490997031463217e-05,7.994322238098552e-05,8.158851475598926e-05,6.356122221596789e-05,8.402138557721806e-05,9.882288327405002e-05,0.00010214138907027273,6.87050876333006e-05,6.799866719406697e-05,9.064227565131714e-05,0.0001361472111031047,6.540937332972462e-05,0.00010242971241155814,0.000113247185440726,6.55802747434008e-05,6.246057138478047e-05,8.934333611848535e-05,9.308434710826205e-05,9.652308118397207e-05,9.128353600551573e-05,6.910206940005309e-05,5.6810452710493394e-05,7.394322426566365e-05,4.895824735990468e-05,8.27855278731829e-05,9.550778858746507e-05,0.00010499441373950004,9.168922605943951e-05,0.00011428830141804737,0.00012231922285759297,0.00010802339801463177,5.489641625394197e-05,9.30939387991482e-05,8.47887410217023e-05,0.00010477126847080218,0.0001036262805527318,7.486489707547522e-05
ASIANPAINT.NS,0.00012931008505582495,0.00011122350745527477,7.991340341018986e-05,0.00025944882978504445,0.00010507348978835389,7.851148043046006e-05,0.0001194662546846668,0.00012741017426766207,7.924753061871132e-05,7.070650748501123e-05,9.802579234880278e-05,8.724449522096347e-05,4.251393667315387e-05,5.0600067196376464e-05,5.168433776562086e-05,0.00011468613399633893,0.00010703137638257436,5.679261855296629e-05,7.224638592886341e-05,9.064513913201042e-05,9.619591536123936e-05,9.190467896652854e-05,9.895026192924287e-05,0.00011942901278223202,6.01462031756141e-05,5.5098230447549464e-05,9.187784955779335e-05,9.119248163906997e-05,9.565970754138215e-05,0.00011710585145334462,8.219496665752632e-05,5.394489102231892e-05,4.5455272978973665e-05,4.224419432856386e-05,9.082869833652673e-05,8.817044173369416e-05,0.00010486304360416192,5.2957766172994435e-05,0.00010959835517820947,0.00011307540369442855,9.131362635865183e-05,5.100025767486096e-05,6.753333227125984e-05,0.00010219001710541968,9.741749674812284e-05,0.0001195080181463343,5.513464093469294e-05
AXISBANK.NS,0.00021710099276748128,0.00018164842519120158,0.00010602497794652358,0.00010507348978835389,0.00047375546902360014,0.00011567673311578678,0.00021648418889079777,0.00022542813800494329,0.0001642516849409063,0.00010828596288444143,0.00015461616444485077,8.851955297885265e-05,7.599153988281394e-05,0.00011126466425587745,6.268393078403699e-05,0.0001657565135561945,0.00018266270573969053,7.355279696159758e-05,0.0001476641572625875,0.00012158625803465136,0.00022216918772391747,7.917811363169595e-05,0.0002978059873297012,0.00028793751656668243,8.534580457371652e-05,9.237017659610659e-05,0.00016403085039753946,0.00018434531405930112,0.0001636683379907692,0.00017080079442657455,6.181553882049567e-05,0.00011248317020970373,0.00012645670114127706,8.36529640720521e-05,0.00013684042461199002,0.0002658422456012249,0.00026656897594990603,8.899209010517073e-05,0.00014362853623738607,0.00022805249107601754,0.00018908717457192392,6.675402679812294e-05,0.00010507816578797951,0.0001374072844735476,0.00014367424135558265,0.00015827423720515393,8.004800991447308e-05
BAJAJ-AUTO.NS,0.00012760725337486665,0.00011277650314787884,7.513858347504352e-05,7.851148043046006e-05,0.00011567673311578678,0.000256002132824195,0.00011523670921167012,0.0001262915249318369,7.955652482279116e-05,8.614026833242532e-05,9.294572888853018e-05,6.893532369694455e-05,5.690013419220555e-05,6.53880372338136e-05,6.051987596143718e-05,0.0001344772391793525,0.00011022841680721234,5.219957441960594e-05,8.504442111352427e-05,0.0001670702301726068,0.00013472241184357822,6.614185311054949e-05,0.00010503954831814612,0.000133461361554536,5.6066159685202115e-05,6.566330193669288e-05,9.035389885108375e-05,9.873929412879253e-05,0.00012739096708264534,0.00013275845317020592,5.2300343992553115e-05,6.600541083776241e-05,8.955115648632955e-05,5.39950563136281e-05,8.913636777545708e-05,0.00010341232284394553,0.0001124217590503792,6.6942496259316e-05,9.479121492686211e-05,0.0001562424162506084,0.00010479484602497053,5.373709402179011e-05,5.622311006476544e-05,9.786328769134146e-05,9.437988093343541e-05,9.764484869552093e-05,6.020949486966527e-05
BAJAJFINSV.NS,0.00023729775774811426,0.00018184902520516043,0.00012886998487776256,0.0001194662546846668,0.00021648418889079777,0.00011523670921167012,0.0004686952932110634,0.00036370824991546595,0.00016310529438612136,0.00011428578077526499,0.00015877225137038735,0.00011313185576024908,6.407621891851826e-05,0.0001001662889435864,5.497737457197196e-05,0.00016662784446355293,0.00017492764008262765,6.913325339186725e-05,0.0001399567683996322,0.00012879043972365223,0.00020804848787249746,7.704750929536362e-05,0.00019639025332122924,0.0002566783434036752,8.004904053696565e-05,9.755698903541232e-05,0.00015509477211828455,0.00015487699889835213,0.00016105059511978666,0.00015854923213664624,7.133697991254733e-05,0.00010151903389130414,0.00011314562983592273,7.616975074655295e-05,0.00013375206777384237,0.00019218866819938724,0.0002382333496364916,9.317609971824972e-05,0.00016212607784930392,0.00020414015044532157,0.00018371044604056723,6.435300573663018e-05,0.00010270660091603087,0.00014665945601316892,0.00015966171947650896,0.00015428470443129523,7.703008978231289e-05
BAJFINANCE.NS,0.00024752955338358155,0.00018943158207381327,0.00014420705712822886,0.00012741017426766207,0.00022542813800494329,0.0001262915249318369,0.00036370824991546595,0.0005493849204513651,0.00017330366146176888,0.00011641905077983853,0.00015832907898141513,0.00012233505106532498,6.101521710065593e-05,9.748769910413413e-05,5.270145067710106e-05,0.00018949097872280652,0.0001742466344237708,7.061176520433633e-05,0.0001559441379782941,0.0001380105994381929,0.00019852165381739126,9.158408445702637e-05,0.00021297433059829635,0.000272144516105293,9.286229834503315e-05,9.132063880280351e-05,0.0001814216099409696,0.0001610184090374718,0.00017156086634820928,0.0001814621178695121,7.61401734846049e-05,0.00010275659104671922,0.0001170516553175948,7.437796937659014e-05,0.00014170319320562548,0.0002091357428705459,0.0002812149704347505,8.962559578585671e-05,0.00017670648731407307,0.0002266854047753005,0.00017608834550944516,7.138926827801065e-05,0.00010885651335472596,0.00015186381115869457,0.00017895251590043721,0.0001595737554345418,7.688056917221715e-05
BEL.NS,0.00023061011587244035,0.00017752701056982003,0.00011892728718116037,7.924753061871132e-05,0.0001642516849409063,7.955652482279116e-05,0.00016310529438612136,0.00017330366146176888,0.0005322747418898154,9.600392369396296e-05,0.00015943866368781608,7.766526432953647e-05,8.30304127154735e-05,0.0001379722325833357,5.54208596306313e-05,0.00014032228194933805,0.00015634723061817463,6.143546348401627e-05,8.661013932754345e-05,0.00010350166002240801,0.00020029448411858176,5.72552369678902e-05,0.00015441671110678605,0.00014714196625260966,5.7307226343716426e-05,9.51696813471582e-05,9.41652933667722e-05,0.00015375664407136336,0.00013595847938637593,0.0001327913558900733,5.131195042659183e-05,0.00012301780217501197,0.00016760362498142913,9.321031257068405e-05,0.00012300456232530702,0.00018179978749423205,0.0001960349596241478,9.211978960806534e-05,0.00015537189647414808,0.00022355658348033043,0.00017193362961892978,5.315288381191595e-05,8.85841587643749e-05,0.00012464136063060683,0.00012087749849539881,0.00013026981834558509,6.142720830139314e-05
BHARTIARTL.NS,0.00014968234826347692,0.00012304598862955966,6.373487788369365e-05,7.070650748501123e-05,0.00010828596288444143,8.614026833242532e-05,0.00011428578077526499,0.00011641905077983853,9.600392369396296e-05,0.00037384775598267437,9.179602245389215e-05,5.1295040344918334e-05,5.9942621424839405e-05,6.095348492756888e-05,4.162031023189208e-05,9.823894988555345e-05,0.00013349309629128795,5.924609449757369e-05,7.95856964874839e-05,8.996291998985421e-05,0.0001433699057736209,5.5103308096101614e-05,0.00011361953473006471,0.00013109246619160138,6.239320416756569e-05,7.112282930723073e-05,7.415787950922297e-05,9.677764689359316e-05,0.00010068348185885456,9.241129346451581e-05,4.6090838019699425e-05,7.33550238237057e-05,8.657021188249939e-05,6.293543771218768e-05,9.352466638440878e-05,0.00011782804385184137,0.00012444202283296056,6.727719612047305e-05,9.865055606359938e-05,0.00013845973169508284,0.00010838469597638401,4.929414692133211e-05,6.48846916502613e-05,7.499627738559416e-05,8.111281739931992e-05,0.00010473901825498403,4.956597454369636e-05
BPCL.NS,0.00019573544676759015,0.00014935073030525393,8.490997031463217e-05,9.802579234880278e-05,0.00015461616444485077,9.294572888853018e-05,0.00015877225137038735,0.00015832907898141513,0.00015943866368781608,9.179602245389215e-05,0.00045519116908576224,7.781638135301232e-05,6.405309915223534e-05,0.0001272735650877702,6.291262882071814e-05,0.0001294095656332858,0.0001423314661982401,6.014960401476828e-05,9.442938157266078e-05,0.00010408799342188162,0.00016803509250157582,6.981381604429468e-05,0.0001389873620334574,0.00015059833231367023,5.449654405668725e-05,9.150018306374312e-05,9.497984890807408e-05,0.00012348702916012392,0.00012444692421627624,0.00011822430722887912,5.648702922603375e-05,0.0001060004197051405,0.0001596528994892706,8.845514846966937e-05,0.0001252754072880677,0.00016057824853820942,0.00014793748770928778,8.263801458791537e-05,0.00012849578467426074,0.000178685208324046,0.00015409489286886778,4.7214720190637364e-05,8.074174112847472e-05,0.00010173328360366342,0.0001165775450044737,0.00012875858445817183,6.305538355721824e-05
BRITANNIA.NS,0.00010789710750265156,9.306494610516288e-05,7.994322238098552e-05,8.724449522096347e-05,8.851955297885265e-05,6.893532369694455e-05,0.00011313185576024908,0.00012233505106532498,7.766526432953647e-05,5.1295040344918334e-05,7.781638135301232e-05,0.000246411211517272,5.4793650934161745e-05,4.801766134353241e-05,5.930784019272402e-05,0.0001011505965880254,8.82645888254969e-05,5.3731822819777134e-05,6.435189766562172e-05,8.263804011637239e-05,9.693983988405028e-05,9.930132350315137e-05,8.296859778811332e-05,0.0001046232144260739,5.5201663944570576e-05,5.9150221573617955e-05,7.667525432983324e-05,8.38519439661949e-05,7.900722434933331e-05,9.597145377638866e-05,9.454077333649479e-05,4.6262285462885635e-05,5.831928680812089e-05,3.269813815615525e-05,8.28077129278785e-05,8.211541509363944e-05,9.818590884630896e-05,6.292912361146372e-05,0.00011638070923775562,8.704911412898189e-05,8.841532097158831e-05,4.703917524004315e-05,6.850041423876323e-05,8.597577639170807e-05,8.36015598128128e-05,8.699553570801612e-05,5.199497375380077e-05
CIPLA.NS,0.0001046412079025173,7.913508626427051e-05,8.158851475598926e-05,4.251393667315387e-05,7.599153988281394e-05,5.690013419220555e-05,6.407621891851826e-05,6.101521710065593e-05,8.30304127154735e-05,5.9942621424839405e-05,6.405309915223534e-05,5.4793650934161745e-05,0.00028432949331202176,5.370038675572946e-05,0.00011474956871335082,5.42500621088896e-05,8.368578339755942e-05,4.8821249446232095e-05,3.915589476473874e-05,5.8734565750096074e-05,0.00010554286022331412,4.787688419739752e-05,6.737591564072417e-05,7.148278888229081e-05,4.811488417774159e-05,4.959446171318368e-05,5.327966441328018e-05,6.774667965864472e-05,8.262215195395209e-05,6.168049392389524e-05,4.0358932539189493e-05,5.88965258939492e-05,6.705312305048434e-05,4.46011223274467e-05,5.293632417199706e-05,7.549208898933102e-05,6.0772860647490985e-05,0.00013465665940099844,9.10560133963079e-05,8.723626185311935e-05,8.2204368405524e-05,4.116259470246536e-05,6.0067081828028266e-05,5.672074761108264e-05,4.7788122699438274e-05,6.400824456835778e-05,5.097697890120497e-05
COALINDIA.NS,0.00015456930169630852,0.00012163951199712314,6.356122221596789e-05,5.0600067196376464e-05,0.00011126466425587745,6.53880372338136e-05,0.0001001662889435864,9.748769910413413e-05,0.0001379722325833357,6.095348492756888e-05,0.0001272735650877702,4.801766134353241e-05,5.370038675572946e-05,0.0003387539570419525,5.260044128297919e-05,8.95766350836328e-05,0.00010308840640388358,6.31573330947334e-05,5.6444083737511286e-05,7.99203171419259e-05,0.00017988412002938788,3.252337348518624e-05,0.00010048672976466938,0.00011293482026267656,4.6437363415508606e-05,7.605008273717424e-05,6.37981343380451e-05,9.688060028190892e-05,9.530881689429505e-05,8.307608455148637e-05,3.375965606228783e-05,0.00012345780095571958,0.000171694104405648,8.132019964650309e-05,9.533792928368104e-05,0.000131233853195448,0.0001191639353018335,7.209387231436678e-05,8.406416253190777e-05,0.000155442810247347,0.00014570249529858632,4.613605261724539e-05,6.623368825579033e-05,7.452538059321838e-05,7.544657969925886e-05,8.171241543029102e-05,6.393999615953095e-05
DRREDDY.NS,8.965845730504344e-05,7.267650980387993e-05,8.402138557721806e-05,5.168433776562086e-05,6.268393078403699e-05,6.051987596143718e-05,5.497737457197196e-05,5.270145067710106e-05,5.54208596306313e-05,4.162031023189208e-05,6.291262882071814e-05,5.930784019272402e-05,0.00011474956871335082,5.260044128297919e-05,0.0003022858450855656,5.277576454757888e-05,7.936570999606128e-05,4.703049826714999e-05,3.789141264096126e-05,6.223231747744254e-05,9.25091562555213e-05,5.7903650237384496e-05,5.899393521557859e-05,5.8002567503176537e-05,5.4624862641570824e-05,3.760505798156662e-05,4.760111939853048e-05,5.8510413525756166e-05,6.265072932263228e-05,4.8244928198358446e-05,5.033605858086262e-05,4.524505955851578e-05,5.737134385637587e-05,3.352977108105909e-05,6.714951802432956e-05,5.961217893267833e-05,5.8900773274111866e-05,0.00012712977608518092,7.509457471474449e-05,7.29022085408408e-05,7.697187023302414e-05,3.612092587339034e-05,6.474252656888486e-05,3.945378675749063e-05,4.962239572795563e-05,6.580489752369136e-05,5.967903104366049e-05
EICHERMOT.NS,0.000182898223061327,0.00014481594113184703,9.882288327405002e-05,0.00011468613399633893,0.0001657565135561945,0.0001344772391793525,0.00016662784446355293,0.00018949097872280652,0.00014032228194933805,9.823894988555345e-05,0.0001294095656332858,0.0001011505965880254,5.42500621088896e-05,8.95766350836328e-05,5.277576454757888e-05,0.00041704152251824183,0.00013895288588789952,6.210638310926432e-05,0.00011145831365827595,0.00014658188898138166,0.00016733642459806425,7.27158689263444e-05,0.0001540737577499027,0.00017538426374628314,5.711456069282178e-05,7.378345922220503e-05,0.00011776340834168137,0.00013276739906005402,0.0001668040514208428,0.0001796622205006226,5.960959992668374e-05,8.36950919896791e-05,9.181362161020857e-05,6.336256015818883e-05,0.00010903482357807407,0.0001465500884105614,0.00018807988592272392,7.558720587551708e-05,0.00013307605175776426,0.00020144244108805123,0.0001463146221947184,4.8993024405525855e-05,7.561447558004019e-05,0.00012604501595515048,0.0001213689992008543,0.00013509375747148558,5.308863885616722e-05
GRASIM.NS,0.00022540144634787405,0.00017348564056734374,0.00010214138907027273,0.00010703137638257436,0.00018266270573969053,0.00011022841680721234,0.00017492764008262765,0.0001742466344237708,0.00015634723061817463,0.00013349309629128795,0.0001423314661982401,8.82645888254969e-05,8.368578339755942e-05,0.00010308840640388358,7.936570999606128e-05,0.00013895288588789952,0.0003481781572400713,6.512303433143627e-05,0.00011425328974219133,0.000123419092394738,0.00020856933681386106,7.504387765408055e-05,0.00015984332160112004,0.00018870300282816408,6.845809654636689e-05,8.781600758848644e-05,0.00011597823475043131,0.00015011049907842907,0.00015192560066797027,0.0001460906662618603,7.19580763559744e-05,0.00010095916598718375,0.00011863932427355538,8.444023612885118e-05,0.0001157361374689918,0.00018130906223609694,0.00018885714353309222,0.00011131194538939315,0.00014809217314555205,0.00020528741643387248,0.00018739559646132665,6.428065171372391e-05,9.549475654242237e-05,0.00012762012148516197,0.0001240835839455091,0.00019725180973328808,7.407242306523937e-05
HCLTECH.NS,0.0001120399027613012,8.318306690283944e-05,6.87050876333006e-05,5.679261855296629e-05,7.355279696159758e-05,5.219957441960594e-05,6.913325339186725e-05,7.061176520433633e-05,6.143546348401627e-05,5.924609449757369e-05,6.014960401476828e-05,5.3731822819777134e-05,4.8821249446232095e-05,6.31573330947334e-05,4.703049826714999e-05,6.210638310926432e-05,6.512303433143627e-05,0.00029182729305346483,6.016296307519388e-05,6.5750105539092e-05,0.00011687329076557807,5.583832158805078e-05,6.944754580158263e-05,7.839887668608109e-05,0.0001610259692914675,4.585333875774757e-05,5.4724383424460855e-05,6.239854656192453e-05,7.316727673003429e-05,7.036713755978039e-05,5.238042522651652e-05,5.734249579814581e-05,7.722661569308784e-05,4.444520015705265e-05,8.181724266755217e-05,6.326611796870508e-05,7.005559246125686e-05,5.9269499641086627e-05,8.037967023021956e-05,0.00010890617289371252,8.388260153265139e-05,0.00013594810380026932,0.00016053487977481224,5.978914863834168e-05,6.0121047134798664e-05,7.030828682357667e-05,0.00013843983746506392
HDFCBANK.NS,0.00013965252936876503,0.00011978887819955724,6.799866719406697e-05,7.224638592886341e-05,0.0001476641572625875,8.504442111352427e-05,0.0001399567683996322,0.0001559441379782941,8.661013932754345e-05,7.95856964874839e-05,9.442938157266078e-05,6.435189766562172e-05,3.915589476473874e-05,5.6444083737511286e-05,3.789141264096126e-05,0.00011145831365827595,0.00011425328974219133,6.016296307519388e-05,0.00020528881573126745,9.480342643622292e-05,0.00013638509479149108,5.703194633307646e-05,0.00015294834882496742,0.0001781392667215893,6.890896039722537e-05,6.717083982388998e-05,0.00014649291708596893,0.00011757453623521611,0.00011069734144236974,0.00010599834139253433,4.778916815589207e-05,6.388142988279719e-05,6.014862807432788e-05,5.4945792406123536e-05,0.00010209639362563966,0.00013272136478700204,0.0001540748141291991,5.669136779515405e-05,8.890112539564117e-05,0.00013151115350452488,0.00010818725076318206,5.631443424595127e-05,6.614392491122115e-05,9.321829082639941e-05,0.00010475017647627714,0.00010209382270561204,6.019097582090604e-05
HEROMOTOCO.NS,0.0001536115458486019,0.0001274421569507527,9.064227565131714e-05,9.064513913201042e-05,0.00012158625803465136,0.0001670702301726068,0.00012879043972365223,0.0001380105994381929,0.00010350166002240801,8.996291998985421e-05,0.00010408799342188162,8.263804011637239e-05,5.8734565750096074e-05,7.99203171419259e-05,6.223231747744254e-05,0.00014658188898138166,0.000123419092394738,6.5750105539092e-05,9.480342643622292e-05,0.0003134940241437541,0.0001478528184066805,7.059150863746731e-05,0.00012275705769817762,0.0001555223711145821,6.535853683646945e-05,7.333211414772236e-05,9.854161287339193e-05,0.00011335773340480639,0.0001511166953532085,0.0001607934080122294,5.588474424904329e-05,7.745774745121059e-05,9.371914212187894e-05,6.723354788205648e-05,9.667376725197132e-05,0.00011988604148327646,0.00014496491030546515,6.805148299556465e-05,0.00010543903529414955,0.00018458349061326704,0.0001121560164513636,6.253612362619016e-05,7.144120445087693e-05,0.00011279563985619566,0.00010774423647153086,0.00011178029170155735,7.046607638338989e-05
HINDALCO.NS,0.0002876761263842768,0.0002246664341630022,0.0001361472111031047,9.619591536123936e-05,0.00022216918772391747,0.00013472241184357822,0.00020804848787249746,0.00019852165381739126,0.00020029448411858176,0.0001433699057736209,0.00016803509250157582,9.693983988405028e-05,0.00010554286022331412,0.00017988412002938788,9.25091562555213e-05,0.00016733642459806425,0.00020856933681386106,0.00011687329076557807,0.00013638509479149108,0.0001478528184066805,0.0006397483124912636,7.285288116994466e-05,0.00022275359998069895,0.00022031032363257073,0.00011795136582097686,0.00011451717681542133,0.0001343959525339146,0.00019584808485578279,0.000183479498208234,0.00017127343055328443,7.281493101390137e-05,0.00015428086612514659,0.00021910620624980752,0.00010654421532942142,0.00016117884922298238,0.00024723104402136993,0.0002291174854639948,0.00012897300523221475,0.0001790635735130944,0.0003098033061952731,0.00038654192098263836,9.217730952304936e-05,0.00012778605157841118,0.0001528480868155514,0.00015098345477357507,0.00018422183581802233,0.00011566442002884212
HINDUNILVR.NS,8.852524512561829e-05,6.862969911931848e-05,6.540937332972462e-05,9.190467896652854e-05,7.917811363169595e-05,6.614185311054949e-05,7.704750929536362e-05,9.158408445702637e-05,5.72552369678902e-05,5.5103308096101614e-05,6.981381604429468e-05,9.930132350315137e-05,4.787688419739752e-05,3.252337348518624e-05,5.7903650237384496e-05,7.27158689263444e-05,7.504387765408055e-05,5.583832158805078e-05,5.703194633307646e-05,7.059150863746731e-05,7.285288116994466e-05,0.00020606619655658254,7.051327976775715e-05,9.893054995624266e-05,5.6654978383985024e-05,5.564486955020207e-05,7.110956346609315e-05,6.491755795626591e-05,6.418811726756331e-05,8.283446053343903e-05,9.002501912176787e-05,3.632192974314696e-05,4.426665089722308e-05,2.9269058957222067e-05,7.025224002039321e-05,6.217279981732881e-05,6.810034295652467e-05,5.4580760165604504e-05,8.687113254653068e-05,6.789493172975061e-05,6.071351236411224e-05,5.1900653360504304e-05,5.994522394310182e-05,7.484508158114068e-05,6.550823741520141e-05,7.640909447362179e-05,5.212032337072319e-05
ICICIBANK.NS,0.00023204256830597746,0.0001860756904638233,0.00010242971241155814,9.895026192924287e-05,0.0002978059873297012,0.00010503954831814612,0.00019639025332122924,0.00021297433059829635,0.00015441671110678605,0.00011361953473006471,0.0001389873620334574,8.296859778811332e-05,6.737591564072417e-05,0.00010048672976466938,5.899393521557859e-05,0.0001540737577499027,0.00015984332160112004,6.944754580158263e-05,0.00015294834882496742,0.00012275705769817762,0.00022275359998069895,7.051327976775715e-05,0.00041972016570579446,0.00024241445338241092,8.366214363849273e-05,9.748868659435335e-05,0.00015383471294601423,0.00017977228209854166,0.0001561430967805181,0.00015755747066617732,6.0313340469886886e-05,0.00011034205792201427,0.00013253194695089806,8.901806488234886e-05,0.0001336386739580011,0.0002988180697825643,0.00024968295013201634,8.835985954549394e-05,0.00013563995535809066,0.00021951660677801475,0.0002052538644738158,6.436534425960637e-05,9.405422723915427e-05,0.00013119277127557149,0.00013723950548142936,0.00016301538068730963,7.574929028322217e-05
